model,dataset,src_layer,tgt_layer,sdc_group,mean_cos_sim,sample_count,finite_step_count
Qwen2.5-VL-7B,VQAv2,14,15,non_significant_sdc,0.7080374625405902,7217,131363
Qwen2.5-VL-7B,VQAv2,15,16,non_sdc,0.5871447835811248,4129,63980
Qwen2.5-VL-7B,VQAv2,15,16,non_significant_sdc,0.589305308669351,7217,131337
Qwen2.5-VL-7B,VQAv2,16,17,non_sdc,0.6092923729573759,4129,63980
Qwen2.5-VL-7B,VQAv2,16,17,non_significant_sdc,0.6069475360663733,7217,131337
Qwen2.5-VL-7B,VQAv2,17,18,non_sdc,0.6365681036965665,4129,63980
Qwen2.5-VL-7B,VQAv2,17,18,non_significant_sdc,0.6370740812696001,7217,131337
Qwen2.5-VL-7B,VQAv2,18,19,non_sdc,0.7458946651482325,4129,63980
Qwen2.5-VL-7B,VQAv2,18,19,non_significant_sdc,0.7418154672626189,7217,131337
Qwen2.5-VL-7B,VQAv2,19,20,non_sdc,0.6185785389438462,4129,63980
Qwen2.5-VL-7B,VQAv2,19,20,non_significant_sdc,0.617806235758313,7217,131337
Qwen2.5-VL-7B,VQAv2,20,21,non_sdc,0.6238762550759933,4129,63980
Qwen2.5-VL-7B,VQAv2,20,21,non_significant_sdc,0.6118075882755629,7217,131337
Qwen2.5-VL-7B,VQAv2,21,22,non_sdc,0.5647484213320355,4129,63980
Qwen2.5-VL-7B,VQAv2,21,22,non_significant_sdc,0.5552691945666566,7217,131314
Qwen2.5-VL-7B,VQAv2,22,23,non_sdc,0.7175578972445876,4129,63980
Qwen2.5-VL-7B,VQAv2,22,23,non_significant_sdc,0.7193939745841329,7217,131297
Qwen2.5-VL-7B,VQAv2,23,24,non_sdc,0.6608084666994726,4129,63980
Qwen2.5-VL-7B,VQAv2,23,24,non_significant_sdc,0.65103337072859,7217,131297
Qwen2.5-VL-7B,VQAv2,24,25,non_sdc,0.7172885572161389,4129,63980
Qwen2.5-VL-7B,VQAv2,24,25,non_significant_sdc,0.7193390110919112,7217,131297
Qwen2.5-VL-7B,VQAv2,25,26,non_sdc,0.8546242187056072,4129,63980
Qwen2.5-VL-7B,VQAv2,25,26,non_significant_sdc,0.8566617590623304,7217,131297
Qwen2.5-VL-7B,VQAv2,26,27,non_sdc,0.9690198011296286,4129,63980
Qwen2.5-VL-7B,VQAv2,26,27,non_significant_sdc,0.9680351130838291,7217,131296
InternVL3-8B,VQAv2,0,1,non_sdc,0.704592978149449,3839,82151
InternVL3-8B,VQAv2,0,1,non_significant_sdc,0.705305733468457,8410,205813
InternVL3-8B,VQAv2,1,2,non_sdc,0.6147135397985711,3839,82151
InternVL3-8B,VQAv2,1,2,non_significant_sdc,0.6126807666983187,8410,205778
InternVL3-8B,VQAv2,2,3,non_sdc,0.5588438740301298,3839,82151
InternVL3-8B,VQAv2,2,3,non_significant_sdc,0.5554422348805419,8410,205778
InternVL3-8B,VQAv2,3,4,non_sdc,0.6549181811818908,3839,82151
InternVL3-8B,VQAv2,3,4,non_significant_sdc,0.6484944561199049,8410,205778
InternVL3-8B,VQAv2,4,5,non_sdc,0.6196402076653095,3839,82151
InternVL3-8B,VQAv2,4,5,non_significant_sdc,0.6114033455589047,8410,205778
InternVL3-8B,VQAv2,5,6,non_sdc,0.6955609724564149,3839,82151
InternVL3-8B,VQAv2,5,6,non_significant_sdc,0.6908208111470544,8410,205778
InternVL3-8B,VQAv2,6,7,non_sdc,0.4230837147572733,3839,82151
InternVL3-8B,VQAv2,6,7,non_significant_sdc,0.41669360978698156,8410,205778
InternVL3-8B,VQAv2,7,8,non_sdc,0.5135602083940392,3839,82151
InternVL3-8B,VQAv2,7,8,non_significant_sdc,0.5034635224008652,8410,205778
InternVL3-8B,VQAv2,8,9,non_sdc,0.5980511682871285,3839,82151
InternVL3-8B,VQAv2,8,9,non_significant_sdc,0.5914378302450096,8410,205778
InternVL3-8B,VQAv2,9,10,non_sdc,0.6049758602914779,3839,82151
InternVL3-8B,VQAv2,9,10,non_significant_sdc,0.5952891271885212,8410,205778
InternVL3-8B,VQAv2,10,11,non_sdc,0.5327332649259156,3839,82151
InternVL3-8B,VQAv2,10,11,non_significant_sdc,0.529577284806871,8410,205778
InternVL3-8B,VQAv2,11,12,non_sdc,0.5438834415026877,3839,82151
InternVL3-8B,VQAv2,11,12,non_significant_sdc,0.5395044844029055,8410,205778
InternVL3-8B,VQAv2,12,13,non_sdc,0.5427811391785401,3839,82151
InternVL3-8B,VQAv2,12,13,non_significant_sdc,0.5346490662920198,8410,205778
InternVL3-8B,VQAv2,13,14,non_sdc,0.5858028190575487,3839,82151
InternVL3-8B,VQAv2,13,14,non_significant_sdc,0.5804397763141605,8410,205778
InternVL3-8B,VQAv2,14,15,non_sdc,0.5880821638317346,3839,82151
InternVL3-8B,VQAv2,14,15,non_significant_sdc,0.5824768572890878,8410,205778
InternVL3-8B,VQAv2,15,16,non_sdc,0.49319405160022545,3839,82151
InternVL3-8B,VQAv2,15,16,non_significant_sdc,0.4909901075561418,8410,205778
InternVL3-8B,VQAv2,16,17,non_sdc,0.5342867477914317,3839,82151
InternVL3-8B,VQAv2,16,17,non_significant_sdc,0.530031485349413,8410,205778
InternVL3-8B,VQAv2,17,18,non_sdc,0.566502618624985,3839,82151
InternVL3-8B,VQAv2,17,18,non_significant_sdc,0.5569890402116532,8410,205778
InternVL3-8B,VQAv2,18,19,non_sdc,0.653369911184994,3839,82151
InternVL3-8B,VQAv2,18,19,non_significant_sdc,0.6530417475178014,8410,205778
InternVL3-8B,VQAv2,19,20,non_sdc,0.4787662593105522,3839,82151
InternVL3-8B,VQAv2,19,20,non_significant_sdc,0.4701963682717577,8410,205778
InternVL3-8B,VQAv2,20,21,non_sdc,0.48926591502164213,3839,82151
InternVL3-8B,VQAv2,20,21,non_significant_sdc,0.48461414235938144,8410,205778
InternVL3-8B,VQAv2,21,22,non_sdc,0.4745540367179475,3839,82151
InternVL3-8B,VQAv2,21,22,non_significant_sdc,0.47969626722532255,8410,205778
InternVL3-8B,VQAv2,22,23,non_sdc,0.6000591155617073,3839,82151
InternVL3-8B,VQAv2,22,23,non_significant_sdc,0.5989720356505283,8410,205778
InternVL3-8B,VQAv2,23,24,non_sdc,0.5518681645600869,3839,82151
InternVL3-8B,VQAv2,23,24,non_significant_sdc,0.551161548813995,8410,205778
InternVL3-8B,VQAv2,24,25,non_sdc,0.6150169827846707,3839,82151
InternVL3-8B,VQAv2,24,25,non_significant_sdc,0.6181265095644267,8410,205778
InternVL3-8B,VQAv2,25,26,non_sdc,0.7626490719275193,3839,82151
InternVL3-8B,VQAv2,25,26,non_significant_sdc,0.7646660219823301,8410,205778
InternVL3-8B,VQAv2,26,27,non_sdc,0.9599017204437137,3839,82151
InternVL3-8B,VQAv2,26,27,non_significant_sdc,0.9573446850441354,8410,205717
LLaVA-1.5-7B,VQAv2,0,1,non_sdc,0.9131517985317713,4887,8408
LLaVA-1.5-7B,VQAv2,0,1,non_significant_sdc,0.6950711254888852,79,1168
LLaVA-1.5-7B,VQAv2,1,2,non_sdc,0.9171917806379203,4887,8408
LLaVA-1.5-7B,VQAv2,1,2,non_significant_sdc,0.653749238238268,79,1168
LLaVA-1.5-7B,VQAv2,2,3,non_sdc,0.9238317440914581,4887,8408
LLaVA-1.5-7B,VQAv2,2,3,non_significant_sdc,0.7392803846194862,78,1119
LLaVA-1.5-7B,VQAv2,3,4,non_sdc,0.9255516711059878,4887,8408
LLaVA-1.5-7B,VQAv2,3,4,non_significant_sdc,0.7467719800274873,78,1119
LLaVA-1.5-7B,VQAv2,4,5,non_sdc,0.8840094479931055,4887,8408
LLaVA-1.5-7B,VQAv2,4,5,non_significant_sdc,0.6855310433569141,78,1119
LLaVA-1.5-7B,VQAv2,5,6,non_sdc,0.851438915345278,4887,8408
LLaVA-1.5-7B,VQAv2,5,6,non_significant_sdc,0.6293536291029002,78,1119
LLaVA-1.5-7B,VQAv2,6,7,non_sdc,0.8534847086969186,4887,8408
LLaVA-1.5-7B,VQAv2,6,7,non_significant_sdc,0.6496488739571589,78,1119
LLaVA-1.5-7B,VQAv2,7,8,non_sdc,0.8337877161529391,4887,8408
LLaVA-1.5-7B,VQAv2,7,8,non_significant_sdc,0.6052141482069925,77,1070
LLaVA-1.5-7B,VQAv2,8,9,non_sdc,0.80851166887595,4887,8408
LLaVA-1.5-7B,VQAv2,8,9,non_significant_sdc,0.6309348562689783,76,1021
LLaVA-1.5-7B,VQAv2,9,10,non_sdc,0.8612323996624839,4887,8408
LLaVA-1.5-7B,VQAv2,9,10,non_significant_sdc,0.6716918110181717,76,1021
LLaVA-1.5-7B,VQAv2,10,11,non_sdc,0.7731219224576884,4887,8408
LLaVA-1.5-7B,VQAv2,10,11,non_significant_sdc,0.5968610845589107,76,1021
LLaVA-1.5-7B,VQAv2,11,12,non_sdc,0.7810651939750377,4887,8408
LLaVA-1.5-7B,VQAv2,11,12,non_significant_sdc,0.5781784841125509,73,874
LLaVA-1.5-7B,VQAv2,12,13,non_sdc,0.7777704168366385,4887,8408
LLaVA-1.5-7B,VQAv2,12,13,non_significant_sdc,0.6075977734396694,72,825
LLaVA-1.5-7B,VQAv2,13,14,non_sdc,0.7843331236858313,4887,8408
LLaVA-1.5-7B,VQAv2,13,14,non_significant_sdc,0.6020839037641665,72,825
LLaVA-1.5-7B,VQAv2,14,15,non_sdc,0.8431524038481875,4887,8408
LLaVA-1.5-7B,VQAv2,14,15,non_significant_sdc,0.6346274974803482,72,825
LLaVA-1.5-7B,VQAv2,15,16,non_sdc,0.7987477101040119,4887,8408
LLaVA-1.5-7B,VQAv2,15,16,non_significant_sdc,0.6108531754825364,71,776
LLaVA-1.5-7B,VQAv2,16,17,non_sdc,0.7855706725395024,4887,8408
LLaVA-1.5-7B,VQAv2,16,17,non_significant_sdc,0.5632269166760612,70,727
LLaVA-1.5-7B,VQAv2,17,18,non_sdc,0.8413762960798498,4887,8408
LLaVA-1.5-7B,VQAv2,17,18,non_significant_sdc,0.6706600346876901,70,727
LLaVA-1.5-7B,VQAv2,18,19,non_sdc,0.7670881482406607,4887,8408
LLaVA-1.5-7B,VQAv2,18,19,non_significant_sdc,0.6070786750851143,70,727
LLaVA-1.5-7B,VQAv2,19,20,non_sdc,0.77730200105791,4887,8408
LLaVA-1.5-7B,VQAv2,19,20,non_significant_sdc,0.6427593185060594,69,678
LLaVA-1.5-7B,VQAv2,20,21,non_sdc,0.7746048037362704,4887,8408
LLaVA-1.5-7B,VQAv2,20,21,non_significant_sdc,0.6200611139097664,69,678
LLaVA-1.5-7B,VQAv2,21,22,non_sdc,0.801970348383419,4887,8408
LLaVA-1.5-7B,VQAv2,21,22,non_significant_sdc,0.6494419540011062,68,629
LLaVA-1.5-7B,VQAv2,22,23,non_sdc,0.8063308518204735,4887,8408
LLaVA-1.5-7B,VQAv2,22,23,non_significant_sdc,0.6370963705356492,68,629
LLaVA-1.5-7B,VQAv2,23,24,non_sdc,0.8126214699880809,4887,8408
LLaVA-1.5-7B,VQAv2,23,24,non_significant_sdc,0.7211175243808416,66,531
LLaVA-1.5-7B,VQAv2,24,25,non_sdc,0.789195101361784,4887,8408
LLaVA-1.5-7B,VQAv2,24,25,non_significant_sdc,0.5510107107818897,66,531
LLaVA-1.5-7B,VQAv2,25,26,non_sdc,0.8221160328270584,4887,8408
LLaVA-1.5-7B,VQAv2,25,26,non_significant_sdc,0.7215883834514722,66,531
LLaVA-1.5-7B,VQAv2,26,27,non_sdc,0.8932772832949595,4887,8408
LLaVA-1.5-7B,VQAv2,26,27,non_significant_sdc,0.7202972378276213,66,531
LLaVA-1.5-7B,VQAv2,27,28,non_sdc,0.8464795061972596,4887,8408
LLaVA-1.5-7B,VQAv2,27,28,non_significant_sdc,0.6567608817389182,65,482
LLaVA-1.5-7B,VQAv2,28,29,non_sdc,0.802730181949233,4887,8408
LLaVA-1.5-7B,VQAv2,28,29,non_significant_sdc,0.7062781522536209,62,335
LLaVA-1.5-7B,VQAv2,29,30,non_sdc,0.868661061280775,4887,8408
LLaVA-1.5-7B,VQAv2,29,30,non_significant_sdc,0.7233590116888956,62,335
LLaVA-1.5-7B,VQAv2,30,31,non_sdc,0.9074320958790478,4887,8408
LLaVA-1.5-7B,VQAv2,30,31,non_significant_sdc,0.7747954769052664,61,286
