model,dataset,src_layer,tgt_layer,sdc_group,mean_cos_sim,sample_count,finite_step_count
Qwen2.5-VL-7B,VQAv2,9,10,significant_sdc,0.25667835084889784,1202,47942
Qwen2.5-VL-7B,VQAv2,10,11,non_sdc,0.5081431128174574,4129,63980
Qwen2.5-VL-7B,VQAv2,10,11,non_significant_sdc,0.502183021717817,7217,131369
Qwen2.5-VL-7B,VQAv2,10,11,significant_sdc,0.17807189293501338,1180,46826
Qwen2.5-VL-7B,VQAv2,11,12,non_sdc,0.6607901621469132,4129,63980
Qwen2.5-VL-7B,VQAv2,11,12,non_significant_sdc,0.6506937951564794,7217,131369
Qwen2.5-VL-7B,VQAv2,11,12,significant_sdc,0.2293123351359656,1153,45463
Qwen2.5-VL-7B,VQAv2,12,13,non_sdc,0.619537673577165,4129,63980
Qwen2.5-VL-7B,VQAv2,12,13,non_significant_sdc,0.6051764174795542,7217,131369
Qwen2.5-VL-7B,VQAv2,12,13,significant_sdc,0.28348880953592936,1125,44108
Qwen2.5-VL-7B,VQAv2,13,14,non_sdc,0.6783233110842614,4129,63980
Qwen2.5-VL-7B,VQAv2,13,14,non_significant_sdc,0.671123495968968,7217,131369
Qwen2.5-VL-7B,VQAv2,13,14,significant_sdc,0.2258984660628081,1094,42629
Qwen2.5-VL-7B,VQAv2,14,15,non_sdc,0.7101566993534677,4129,63980
Qwen2.5-VL-7B,VQAv2,14,15,non_significant_sdc,0.7080374625405902,7217,131363
Qwen2.5-VL-7B,VQAv2,14,15,significant_sdc,0.34182583799018773,1083,42042
Qwen2.5-VL-7B,VQAv2,15,16,non_sdc,0.5871447835811248,4129,63980
Qwen2.5-VL-7B,VQAv2,15,16,non_significant_sdc,0.589305308669351,7217,131337
Qwen2.5-VL-7B,VQAv2,15,16,significant_sdc,0.23979777756319592,1062,40999
Qwen2.5-VL-7B,VQAv2,16,17,non_sdc,0.6092923729573759,4129,63980
Qwen2.5-VL-7B,VQAv2,16,17,non_significant_sdc,0.6069475360663733,7217,131337
Qwen2.5-VL-7B,VQAv2,16,17,significant_sdc,0.13351546012412024,1043,40072
Qwen2.5-VL-7B,VQAv2,17,18,non_sdc,0.6365681036965665,4129,63980
Qwen2.5-VL-7B,VQAv2,17,18,non_significant_sdc,0.6370740812696001,7217,131337
Qwen2.5-VL-7B,VQAv2,17,18,significant_sdc,0.4171740642167841,1022,39027
Qwen2.5-VL-7B,VQAv2,18,19,non_sdc,0.7458946651482325,4129,63980
Qwen2.5-VL-7B,VQAv2,18,19,non_significant_sdc,0.7418154672626189,7217,131337
Qwen2.5-VL-7B,VQAv2,18,19,significant_sdc,0.5798342600712793,1003,38102
Qwen2.5-VL-7B,VQAv2,19,20,non_sdc,0.6185785389438462,4129,63980
Qwen2.5-VL-7B,VQAv2,19,20,non_significant_sdc,0.617806235758313,7217,131337
Qwen2.5-VL-7B,VQAv2,19,20,significant_sdc,0.37010094223399825,964,36202
Qwen2.5-VL-7B,VQAv2,20,21,non_sdc,0.6238762550759933,4129,63980
Qwen2.5-VL-7B,VQAv2,20,21,non_significant_sdc,0.6118075882755629,7217,131337
Qwen2.5-VL-7B,VQAv2,20,21,significant_sdc,0.48255293819467077,933,34709
Qwen2.5-VL-7B,VQAv2,21,22,non_sdc,0.5647484213320355,4129,63980
Qwen2.5-VL-7B,VQAv2,21,22,non_significant_sdc,0.5552691945666566,7217,131314
Qwen2.5-VL-7B,VQAv2,21,22,significant_sdc,0.16310393749514726,921,34069
Qwen2.5-VL-7B,VQAv2,22,23,non_sdc,0.7175578972445876,4129,63980
Qwen2.5-VL-7B,VQAv2,22,23,non_significant_sdc,0.7193939745841329,7217,131297
Qwen2.5-VL-7B,VQAv2,22,23,significant_sdc,0.5722618151802075,901,33119
Qwen2.5-VL-7B,VQAv2,23,24,non_sdc,0.6608084666994726,4129,63980
Qwen2.5-VL-7B,VQAv2,23,24,non_significant_sdc,0.65103337072859,7217,131297
Qwen2.5-VL-7B,VQAv2,23,24,significant_sdc,0.5576553780829363,877,31930
Qwen2.5-VL-7B,VQAv2,24,25,non_sdc,0.7172885572161389,4129,63980
Qwen2.5-VL-7B,VQAv2,24,25,non_significant_sdc,0.7193390110919112,7217,131297
Qwen2.5-VL-7B,VQAv2,24,25,significant_sdc,0.6918420375404606,851,30562
Qwen2.5-VL-7B,VQAv2,25,26,non_sdc,0.8546242187056072,4129,63980
Qwen2.5-VL-7B,VQAv2,25,26,non_significant_sdc,0.8566617590623304,7217,131297
Qwen2.5-VL-7B,VQAv2,25,26,significant_sdc,0.6555551560371757,828,29507
Qwen2.5-VL-7B,VQAv2,26,27,non_sdc,0.9690198011296286,4129,63980
Qwen2.5-VL-7B,VQAv2,26,27,non_significant_sdc,0.9680351130838291,7217,131296
Qwen2.5-VL-7B,VQAv2,26,27,significant_sdc,0.7618748973030238,806,28357
InternVL3-8B,VQAv2,0,1,non_sdc,0.704592978149449,3839,82151
InternVL3-8B,VQAv2,0,1,non_significant_sdc,0.705305733468457,8410,205813
InternVL3-8B,VQAv2,0,1,significant_sdc,0.2982744442600531,3107,144545
InternVL3-8B,VQAv2,1,2,non_sdc,0.6147135397985711,3839,82151
InternVL3-8B,VQAv2,1,2,non_significant_sdc,0.6126807666983187,8410,205778
InternVL3-8B,VQAv2,1,2,significant_sdc,0.0765500827515474,3040,141544
InternVL3-8B,VQAv2,2,3,non_sdc,0.5588438740301298,3839,82151
InternVL3-8B,VQAv2,2,3,non_significant_sdc,0.5554422348805419,8410,205778
InternVL3-8B,VQAv2,2,3,significant_sdc,0.22512942899993169,2971,137667
InternVL3-8B,VQAv2,3,4,non_sdc,0.6549181811818908,3839,82151
InternVL3-8B,VQAv2,3,4,non_significant_sdc,0.6484944561199049,8410,205778
InternVL3-8B,VQAv2,3,4,significant_sdc,0.4841897899312953,2905,134541
InternVL3-8B,VQAv2,4,5,non_sdc,0.6196402076653095,3839,82151
InternVL3-8B,VQAv2,4,5,non_significant_sdc,0.6114033455589047,8410,205778
InternVL3-8B,VQAv2,4,5,significant_sdc,0.3415956751867277,2834,130725
InternVL3-8B,VQAv2,5,6,non_sdc,0.6955609724564149,3839,82151
InternVL3-8B,VQAv2,5,6,non_significant_sdc,0.6908208111470544,8410,205778
InternVL3-8B,VQAv2,5,6,significant_sdc,0.21411437018827648,2755,127321
InternVL3-8B,VQAv2,6,7,non_sdc,0.4230837147572733,3839,82151
InternVL3-8B,VQAv2,6,7,non_significant_sdc,0.41669360978698156,8410,205778
InternVL3-8B,VQAv2,6,7,significant_sdc,0.22525397300787883,2683,123718
InternVL3-8B,VQAv2,7,8,non_sdc,0.5135602083940392,3839,82151
InternVL3-8B,VQAv2,7,8,non_significant_sdc,0.5034635224008652,8410,205778
InternVL3-8B,VQAv2,7,8,significant_sdc,0.11379562265620827,2622,120966
InternVL3-8B,VQAv2,8,9,non_sdc,0.5980511682871285,3839,82151
InternVL3-8B,VQAv2,8,9,non_significant_sdc,0.5914378302450096,8410,205778
InternVL3-8B,VQAv2,8,9,significant_sdc,0.33234683904510665,2529,116609
InternVL3-8B,VQAv2,9,10,non_sdc,0.6049758602914779,3839,82151
InternVL3-8B,VQAv2,9,10,non_significant_sdc,0.5952891271885212,8410,205778
InternVL3-8B,VQAv2,9,10,significant_sdc,0.28943903871191157,2462,112913
InternVL3-8B,VQAv2,10,11,non_sdc,0.5327332649259156,3839,82151
InternVL3-8B,VQAv2,10,11,non_significant_sdc,0.529577284806871,8410,205778
InternVL3-8B,VQAv2,10,11,significant_sdc,0.002355631549029727,2375,108375
InternVL3-8B,VQAv2,11,12,non_sdc,0.5438834415026877,3839,82151
InternVL3-8B,VQAv2,11,12,non_significant_sdc,0.5395044844029055,8410,205778
InternVL3-8B,VQAv2,11,12,significant_sdc,0.17568359691571123,2293,104807
InternVL3-8B,VQAv2,12,13,non_sdc,0.5427811391785401,3839,82151
InternVL3-8B,VQAv2,12,13,non_significant_sdc,0.5346490662920198,8410,205778
InternVL3-8B,VQAv2,12,13,significant_sdc,0.20005294537040402,2202,100380
InternVL3-8B,VQAv2,13,14,non_sdc,0.5858028190575487,3839,82151
InternVL3-8B,VQAv2,13,14,non_significant_sdc,0.5804397763141605,8410,205778
InternVL3-8B,VQAv2,13,14,significant_sdc,0.17651981915759338,2146,97395
InternVL3-8B,VQAv2,14,15,non_sdc,0.5880821638317346,3839,82151
InternVL3-8B,VQAv2,14,15,non_significant_sdc,0.5824768572890878,8410,205778
InternVL3-8B,VQAv2,14,15,significant_sdc,0.2367220110230481,2068,93605
InternVL3-8B,VQAv2,15,16,non_sdc,0.49319405160022545,3839,82151
InternVL3-8B,VQAv2,15,16,non_significant_sdc,0.4909901075561418,8410,205778
InternVL3-8B,VQAv2,15,16,significant_sdc,0.07464473510602582,1990,89545
InternVL3-8B,VQAv2,16,17,non_sdc,0.5342867477914317,3839,82151
InternVL3-8B,VQAv2,16,17,non_significant_sdc,0.530031485349413,8410,205778
InternVL3-8B,VQAv2,16,17,significant_sdc,0.20029658327976269,1901,85436
InternVL3-8B,VQAv2,17,18,non_sdc,0.566502618624985,3839,82151
InternVL3-8B,VQAv2,17,18,non_significant_sdc,0.5569890402116532,8410,205778
InternVL3-8B,VQAv2,17,18,significant_sdc,0.318705725145023,1822,81132
InternVL3-8B,VQAv2,18,19,non_sdc,0.653369911184994,3839,82151
InternVL3-8B,VQAv2,18,19,non_significant_sdc,0.6530417475178014,8410,205778
InternVL3-8B,VQAv2,18,19,significant_sdc,0.2405681873571655,1739,77373
InternVL3-8B,VQAv2,19,20,non_sdc,0.4787662593105522,3839,82151
InternVL3-8B,VQAv2,19,20,non_significant_sdc,0.4701963682717577,8410,205778
InternVL3-8B,VQAv2,19,20,significant_sdc,0.12033742177573009,1655,73196
InternVL3-8B,VQAv2,20,21,non_sdc,0.48926591502164213,3839,82151
InternVL3-8B,VQAv2,20,21,non_significant_sdc,0.48461414235938144,8410,205778
InternVL3-8B,VQAv2,20,21,significant_sdc,0.39849393144269607,1584,70193
InternVL3-8B,VQAv2,21,22,non_sdc,0.4745540367179475,3839,82151
InternVL3-8B,VQAv2,21,22,non_significant_sdc,0.47969626722532255,8410,205778
InternVL3-8B,VQAv2,21,22,significant_sdc,0.04281301223506283,1504,65678
InternVL3-8B,VQAv2,22,23,non_sdc,0.6000591155617073,3839,82151
InternVL3-8B,VQAv2,22,23,non_significant_sdc,0.5989720356505283,8410,205778
InternVL3-8B,VQAv2,22,23,significant_sdc,0.3721056003313057,1402,61264
InternVL3-8B,VQAv2,23,24,non_sdc,0.5518681645600869,3839,82151
InternVL3-8B,VQAv2,23,24,non_significant_sdc,0.551161548813995,8410,205778
InternVL3-8B,VQAv2,23,24,significant_sdc,0.48055926842071467,1328,57625
InternVL3-8B,VQAv2,24,25,non_sdc,0.6150169827846707,3839,82151
InternVL3-8B,VQAv2,24,25,non_significant_sdc,0.6181265095644267,8410,205778
InternVL3-8B,VQAv2,24,25,significant_sdc,0.541083187043049,1235,52824
InternVL3-8B,VQAv2,25,26,non_sdc,0.7626490719275193,3839,82151
InternVL3-8B,VQAv2,25,26,non_significant_sdc,0.7646660219823301,8410,205778
InternVL3-8B,VQAv2,25,26,significant_sdc,0.42669415828674867,1155,48897
InternVL3-8B,VQAv2,26,27,non_sdc,0.9599017204437137,3839,82151
InternVL3-8B,VQAv2,26,27,non_significant_sdc,0.9573446850441354,8410,205717
InternVL3-8B,VQAv2,26,27,significant_sdc,0.6319125452611223,1075,45348
LLaVA-1.5-7B,VQAv2,0,1,non_sdc,0.9131517985317713,4887,8408
LLaVA-1.5-7B,VQAv2,0,1,non_significant_sdc,0.6950711254888852,79,1168
LLaVA-1.5-7B,VQAv2,0,1,significant_sdc,0.33955607052465486,405,14841
LLaVA-1.5-7B,VQAv2,1,2,non_sdc,0.9171917806379203,4887,8408
LLaVA-1.5-7B,VQAv2,1,2,non_significant_sdc,0.653749238238268,79,1168
LLaVA-1.5-7B,VQAv2,1,2,significant_sdc,0.3813665096729988,398,14498
LLaVA-1.5-7B,VQAv2,2,3,non_sdc,0.9238317440914581,4887,8408
LLaVA-1.5-7B,VQAv2,2,3,non_significant_sdc,0.7392803846194862,78,1119
LLaVA-1.5-7B,VQAv2,2,3,significant_sdc,0.56078842633862,397,14449
LLaVA-1.5-7B,VQAv2,3,4,non_sdc,0.9255516711059878,4887,8408
LLaVA-1.5-7B,VQAv2,3,4,non_significant_sdc,0.7467719800274873,78,1119
LLaVA-1.5-7B,VQAv2,3,4,significant_sdc,0.5929661572343733,389,14057
LLaVA-1.5-7B,VQAv2,4,5,non_sdc,0.8840094479931055,4887,8408
LLaVA-1.5-7B,VQAv2,4,5,non_significant_sdc,0.6855310433569141,78,1119
LLaVA-1.5-7B,VQAv2,4,5,significant_sdc,0.5186373414733589,376,13420
LLaVA-1.5-7B,VQAv2,5,6,non_sdc,0.851438915345278,4887,8408
LLaVA-1.5-7B,VQAv2,5,6,non_significant_sdc,0.6293536291029002,78,1119
LLaVA-1.5-7B,VQAv2,5,6,significant_sdc,0.38337134177936266,361,12685
LLaVA-1.5-7B,VQAv2,6,7,non_sdc,0.8534847086969186,4887,8408
LLaVA-1.5-7B,VQAv2,6,7,non_significant_sdc,0.6496488739571589,78,1119
LLaVA-1.5-7B,VQAv2,6,7,significant_sdc,0.41367156716510317,352,12244
LLaVA-1.5-7B,VQAv2,7,8,non_sdc,0.8337877161529391,4887,8408
LLaVA-1.5-7B,VQAv2,7,8,non_significant_sdc,0.6052141482069925,77,1070
LLaVA-1.5-7B,VQAv2,7,8,significant_sdc,0.3135252340340767,344,11852
LLaVA-1.5-7B,VQAv2,8,9,non_sdc,0.80851166887595,4887,8408
LLaVA-1.5-7B,VQAv2,8,9,non_significant_sdc,0.6309348562689783,76,1021
LLaVA-1.5-7B,VQAv2,8,9,significant_sdc,0.4276905870695217,341,11705
LLaVA-1.5-7B,VQAv2,9,10,non_sdc,0.8612323996624839,4887,8408
LLaVA-1.5-7B,VQAv2,9,10,non_significant_sdc,0.6716918110181717,76,1021
LLaVA-1.5-7B,VQAv2,9,10,significant_sdc,0.4107486657281077,332,11264
LLaVA-1.5-7B,VQAv2,10,11,non_sdc,0.7731219224576884,4887,8408
LLaVA-1.5-7B,VQAv2,10,11,non_significant_sdc,0.5968610845589107,76,1021
LLaVA-1.5-7B,VQAv2,10,11,significant_sdc,0.31979388875154197,322,10774
LLaVA-1.5-7B,VQAv2,11,12,non_sdc,0.7810651939750377,4887,8408
LLaVA-1.5-7B,VQAv2,11,12,non_significant_sdc,0.5781784841125509,73,874
LLaVA-1.5-7B,VQAv2,11,12,significant_sdc,0.24406294904783843,312,10284
LLaVA-1.5-7B,VQAv2,12,13,non_sdc,0.7777704168366385,4887,8408
LLaVA-1.5-7B,VQAv2,12,13,non_significant_sdc,0.6075977734396694,72,825
LLaVA-1.5-7B,VQAv2,12,13,significant_sdc,0.3622288874533042,307,10039
LLaVA-1.5-7B,VQAv2,13,14,non_sdc,0.7843331236858313,4887,8408
LLaVA-1.5-7B,VQAv2,13,14,non_significant_sdc,0.6020839037641665,72,825
LLaVA-1.5-7B,VQAv2,13,14,significant_sdc,0.27974687245465507,292,9304
LLaVA-1.5-7B,VQAv2,14,15,non_sdc,0.8431524038481875,4887,8408
LLaVA-1.5-7B,VQAv2,14,15,non_significant_sdc,0.6346274974803482,72,825
LLaVA-1.5-7B,VQAv2,14,15,significant_sdc,0.3601231895995274,281,8765
LLaVA-1.5-7B,VQAv2,15,16,non_sdc,0.7987477101040119,4887,8408
LLaVA-1.5-7B,VQAv2,15,16,non_significant_sdc,0.6108531754825364,71,776
LLaVA-1.5-7B,VQAv2,15,16,significant_sdc,0.3414183948556251,272,8324
LLaVA-1.5-7B,VQAv2,16,17,non_sdc,0.7855706725395024,4887,8408
LLaVA-1.5-7B,VQAv2,16,17,non_significant_sdc,0.5632269166760612,70,727
LLaVA-1.5-7B,VQAv2,16,17,significant_sdc,0.20324888900219418,263,7883
LLaVA-1.5-7B,VQAv2,17,18,non_sdc,0.8413762960798498,4887,8408
LLaVA-1.5-7B,VQAv2,17,18,non_significant_sdc,0.6706600346876901,70,727
LLaVA-1.5-7B,VQAv2,17,18,significant_sdc,0.5344301236804376,255,7491
LLaVA-1.5-7B,VQAv2,18,19,non_sdc,0.7670881482406607,4887,8408
LLaVA-1.5-7B,VQAv2,18,19,non_significant_sdc,0.6070786750851143,70,727
LLaVA-1.5-7B,VQAv2,18,19,significant_sdc,0.4622550613747009,247,7099
LLaVA-1.5-7B,VQAv2,19,20,non_sdc,0.77730200105791,4887,8408
LLaVA-1.5-7B,VQAv2,19,20,non_significant_sdc,0.6427593185060594,69,678
LLaVA-1.5-7B,VQAv2,19,20,significant_sdc,0.5147031406362051,242,6854
LLaVA-1.5-7B,VQAv2,20,21,non_sdc,0.7746048037362704,4887,8408
LLaVA-1.5-7B,VQAv2,20,21,non_significant_sdc,0.6200611139097664,69,678
LLaVA-1.5-7B,VQAv2,20,21,significant_sdc,0.47776648269674865,231,6315
LLaVA-1.5-7B,VQAv2,21,22,non_sdc,0.801970348383419,4887,8408
LLaVA-1.5-7B,VQAv2,21,22,non_significant_sdc,0.6494419540011062,68,629
LLaVA-1.5-7B,VQAv2,21,22,significant_sdc,0.5507003620971884,224,5972
LLaVA-1.5-7B,VQAv2,22,23,non_sdc,0.8063308518204735,4887,8408
LLaVA-1.5-7B,VQAv2,22,23,non_significant_sdc,0.6370963705356492,68,629
LLaVA-1.5-7B,VQAv2,22,23,significant_sdc,0.5899847337855494,215,5531
LLaVA-1.5-7B,VQAv2,23,24,non_sdc,0.8126214699880809,4887,8408
LLaVA-1.5-7B,VQAv2,23,24,non_significant_sdc,0.7211175243808416,66,531
LLaVA-1.5-7B,VQAv2,23,24,significant_sdc,0.6618097436455753,207,5139
LLaVA-1.5-7B,VQAv2,24,25,non_sdc,0.789195101361784,4887,8408
LLaVA-1.5-7B,VQAv2,24,25,non_significant_sdc,0.5510107107818897,66,531
LLaVA-1.5-7B,VQAv2,24,25,significant_sdc,0.3763386389315872,201,4845
LLaVA-1.5-7B,VQAv2,25,26,non_sdc,0.8221160328270584,4887,8408
LLaVA-1.5-7B,VQAv2,25,26,non_significant_sdc,0.7215883834514722,66,531
LLaVA-1.5-7B,VQAv2,25,26,significant_sdc,0.6645110261424227,184,4012
LLaVA-1.5-7B,VQAv2,26,27,non_sdc,0.8932772832949595,4887,8408
LLaVA-1.5-7B,VQAv2,26,27,non_significant_sdc,0.7202972378276213,66,531
LLaVA-1.5-7B,VQAv2,26,27,significant_sdc,0.7177364569336168,170,3326
LLaVA-1.5-7B,VQAv2,27,28,non_sdc,0.8464795061972596,4887,8408
LLaVA-1.5-7B,VQAv2,27,28,non_significant_sdc,0.6567608817389182,65,482
LLaVA-1.5-7B,VQAv2,27,28,significant_sdc,0.6146916138247763,158,2738
LLaVA-1.5-7B,VQAv2,28,29,non_sdc,0.802730181949233,4887,8408
LLaVA-1.5-7B,VQAv2,28,29,non_significant_sdc,0.7062781522536209,62,335
LLaVA-1.5-7B,VQAv2,28,29,significant_sdc,0.6550135568195006,150,2346
LLaVA-1.5-7B,VQAv2,29,30,non_sdc,0.868661061280775,4887,8408
LLaVA-1.5-7B,VQAv2,29,30,non_significant_sdc,0.7233590116888956,62,335
LLaVA-1.5-7B,VQAv2,29,30,significant_sdc,0.6729992692887478,136,1660
LLaVA-1.5-7B,VQAv2,30,31,non_sdc,0.9074320958790478,4887,8408
LLaVA-1.5-7B,VQAv2,30,31,non_significant_sdc,0.7747954769052664,61,286
LLaVA-1.5-7B,VQAv2,30,31,significant_sdc,0.773644286828846,114,582
